produto;instituição;Valor Mínimo;Rentabilidade;Valor Líquido;Rating do Emissor;Vencimento;Liquidez;Taxa;Detalhes
CDB;BANCO PAN;R$ 10.000,00;9,20%;R$ 10.919,77;AAA S&P;360 dias;;102,95% CDI;LCI/LCA 82.36% CDI
CDB;BANCO ABC BRASIL;R$ 10.000,00;9,45%;R$ 10.945,02;AAA FITCH;361 dias;;103,0% CDI;LCI/LCA 84.97% CDI
CDB;BANCO HAITONG;R$ 10.000,00;9,57%;R$ 10.956,95;AAA S&P;364 dias;;103,0% CDI;LCI/LCA 84.97% CDI
CDB;BANCO HAITONG;R$ 10.000,00;9,61%;R$ 10.960,93;AAA S&P;365 dias;;103,0% CDI;LCI/LCA 84.97% CDI
CDB;BANCO VOLKSWAGEN;R$ 1.000,00;14,47%;R$ 1.144,69;AAA S&P;540 dias;No ;103,0% CDI;LCI/LCA 84.97% CDI
CDB;BANCO BBC;R$ 10.000,00;14,51%;R$ 11.451,09;AA- FITCH;543 dias;;103,0% CDI;LCI/LCA 84.97% CDI
CDB;BANCO BBC;R$ 10.000,00;14,51%;R$ 11.451,09;AA- FITCH;543 dias;;103,0% CDI;LCI/LCA 84.97% CDI
CDB;BANCO BBC;R$ 10.000,00;14,51%;R$ 11.451,09;AA- FITCH;543 dias;;103,0% CDI;LCI/LCA 84.97% CDI
CDB;BANCO FIBRA;R$ 10.000,00;14,59%;R$ 11.459,48;B+ FITCH;545 dias;;103,0% CDI;LCI/LCA 84.97% CDI
CDB;BANCO FIBRA;R$ 10.000,00;14,68%;R$ 11.467,87;B+ FITCH;547 dias;;103,0% CDI;LCI/LCA 84.97% CDI
CDB;BANCO FIBRA;R$ 10.000,00;14,72%;R$ 11.472,07;B+ FITCH;548 dias;;103,0% CDI;LCI/LCA 84.97% CDI
CDB;BANCO CAIXA GERAL;R$ 10.000,00;18,00%;R$ 11.800,16;BB+ FITCH;657 dias;;IPCA +6,69%;LCI/LCA IPCA + 5.52%
CDB;BANCO OMNI;R$ 10.000,00;20,45%;R$ 12.044,61;A S&P;721 dias;;11,50%PRÉ;LCI/LCA 9.78% PRÉ
CDB;BANCO VOLKSWAGEN;R$ 1.000,00;20,77%;R$ 1.207,71;AAA S&P;730 dias;No ;103,0% CDI;LCI/LCA 87.55% CDI
CDB;BANCO GM;R$ 10.000,00;20,77%;R$ 12.077,11;AAA FITCH;732 dias;;103,0% CDI;LCI/LCA 87.55% CDI
CDB;BANCO GM;R$ 10.000,00;20,77%;R$ 12.077,11;AAA FITCH;732 dias;;103,0% CDI;LCI/LCA 87.55% CDI
CDB;BANCO GM;R$ 10.000,00;20,77%;R$ 12.077,11;AAA FITCH;732 dias;;103,0% CDI;LCI/LCA 87.55% CDI
CDB;BANCO BV;R$ 10.000,00;20,77%;R$ 12.077,11;AA MOODYS;732 dias;;103,0% CDI;LCI/LCA 87.55% CDI
CDB;BANCO GM;R$ 10.000,00;21,00%;R$ 12.099,99;AAA FITCH;737 dias;;103,0% CDI;LCI/LCA 87.55% CDI
CDB;BANCO FIBRA;R$ 10.000,00;39,47%;R$ 13.947,11;B+ FITCH;1278 dias;;11,50%PRÉ;LCI/LCA 9.78% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;39,47%;R$ 13.947,11;B+ FITCH;1279 dias;;11,50%PRÉ;LCI/LCA 9.78% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;46,38%;R$ 14.637,67;B+ FITCH;1462 dias;;11,50%PRÉ;LCI/LCA 9.78% PRÉ
CDB;BANCO DA CHINA BRASIL;R$ 20.000,00;32,84%;R$ 26.567,22;AAA S&P;1095 dias;;103,0% CDI;LCI/LCA 87.55% CDI
LF;BANCO ALFA;R$ 50.000,00;20,77%;R$ 60.385,56;AA+ MOODYS;730 dias;No ;103,0% CDI;LCI/LCA 87.55% CDI
LF;BANCO DAYCOVAL;R$ 50.000,00;46,38%;R$ 73.188,36;AA FITCH;1461 dias;;11,50%PRÉ;LCI/LCA 9.78% PRÉ
LF;BANCO XP;R$ 56.225,08;10,97%;R$ 62.394,30;AA FITCH;419 dias;No ;103,0% CDI;LCI/LCA 84.97% CDI
LF;BANCO XP;R$ 56.239,83;10,85%;R$ 62.342,58;Sem Rating;410 dias;No ;103,0% CDI;LCI/LCA 84.97% CDI
LF;BANCO XP;R$ 56.287,49;10,77%;R$ 62.350,02;AA FITCH;408 dias;No ;103,0% CDI;LCI/LCA 84.97% CDI
LF;PARANA BANCO;R$ 57.725,65;7,79%;R$ 62.221,14;Sem Rating;308 dias;No ;103,0% CDI;LCI/LCA 82.4% CDI
LF;PARANA BANCO;R$ 57.775,55;7,71%;R$ 62.231,12;AA+ S&P;306 dias;No ;103,0% CDI;LCI/LCA 82.4% CDI
LF;BANCO ALFA;R$ 62.079,11;38,79%;R$ 86.156,81;Sem Rating;1260 dias;No ;103,0% CDI;LCI/LCA 87.55% CDI
LF;BANCO ALFA;R$ 62.132,40;38,68%;R$ 86.164,33;AA+ MOODYS;1258 dias;No ;103,0% CDI;LCI/LCA 87.55% CDI
LF;BANCO XP;R$ 63.621,45;11,13%;R$ 70.705,09;AA FITCH;425 dias;No ;103,0% CDI;LCI/LCA 84.97% CDI
LF;BANCO DAYCOVAL;R$ 67.083,71;27,51%;R$ 85.540,04;Sem Rating;938 dias;No ;103,0% CDI;LCI/LCA 87.55% CDI
LF;BANCO DAYCOVAL;R$ 67.141,27;27,42%;R$ 85.548,19;AA FITCH;936 dias;No ;103,0% CDI;LCI/LCA 87.55% CDI
CDB;BANCO BTG PACTUAL;R$ 50,00;4,51%;R$ 52,25;AAA S&P;182 dias;Diária;102,85% CDI;LCI/LCA 82.28% CDI
CDB;BANCO BTG PACTUAL;R$ 50,00;4,51%;R$ 52,25;AAA S&P;182 dias;Diária;102,85% CDI;LCI/LCA 82.28% CDI
CDB;BANCO BTG PACTUAL;R$ 50,00;4,51%;R$ 52,25;AAA S&P;182 dias;Diária;102,85% CDI;LCI/LCA 82.28% CDI
CDB;BANCO ORIGINAL;R$ 1.000,00;20,43%;R$ 1.204,27;BB+ FITCH;721 dias;;11,49%PRÉ;LCI/LCA 9.77% PRÉ
CDB;AGIBANK;R$ 1.000,00;32,74%;R$ 1.327,44;BBB+ FITCH;1096 dias;;11,49%PRÉ;LCI/LCA 9.77% PRÉ
CDB;BANCO PINE;R$ 1.000,00;61,03%;R$ 1.610,25;BB+ FITCH;1824 dias;;IPCA +6,68%;LCI/LCA IPCA + 5.68%
CRA;CERRADINHO (NEOMILLE);R$ 1.086,53;74,41%;R$ 1.895,00;Sem Rating;1874 dias;;IPCA +6,68%;CDB IPCA + 7.86%
CRA;CERRADINHO (NEOMILLE);R$ 1.086,53;74,41%;R$ 1.895,00;Sem Rating;1874 dias;;IPCA +6,68%;CDB IPCA + 7.86%
CRA;CERRADINHO (NEOMILLE);R$ 1.086,53;74,41%;R$ 1.895,00;Sem Rating;1874 dias;;IPCA +6,68%;CDB IPCA + 7.86%
CRI;MRV ENGENHARIA E PARTICIPAÇÕES;R$ 20.482,00;4,86%;R$ 21.477,89;Sem Rating;162 dias;;98,7% CDI;LCI/LCA 127.35% CDI
LF;BANCO BTG PACTUAL;R$ 50.000,00;166,62%;R$ 133.311,15;AAA S&P;3652 dias;;IPCA +6,68%;LCI/LCA IPCA + 5.68%
LF;BANCO BTG PACTUAL;R$ 50.000,00;166,62%;R$ 133.311,15;AAA S&P;3652 dias;;IPCA +6,68%;LCI/LCA IPCA + 5.68%
LF;BANCO BTG PACTUAL;R$ 50.000,00;166,62%;R$ 133.311,15;AAA S&P;3652 dias;;IPCA +6,68%;LCI/LCA IPCA + 5.68%
CDB;BANCO INDUSTRIAL DO BRASIL;R$ 1.000,00;9,59%;R$ 1.095,93;A+ MOODYS;365 dias;No ;CDI + 0,3%;LCI/LCA 0.25% CDI
CDB;BANCO PAN;R$ 1.000,00;20,78%;R$ 1.207,80;AAA S&P;733 dias;;CDI + 0,3%;LCI/LCA 0.26% CDI
CDB;BANCO BMG;R$ 1.000,00;26,68%;R$ 1.266,79;B+ FITCH;915 dias;;11,48%PRÉ;LCI/LCA 9.76% PRÉ
CDB;BANCO BMG;R$ 1.000,00;61,02%;R$ 1.610,20;B+ FITCH;1825 dias;;IPCA +6,67%;LCI/LCA IPCA + 5.67%
CDB;BANCO BMG;R$ 1.000,00;61,02%;R$ 1.610,20;B+ FITCH;1825 dias;;IPCA +6,67%;LCI/LCA IPCA + 5.67%
CDB;BANCO BMG;R$ 1.000,00;61,02%;R$ 1.610,20;B+ FITCH;1825 dias;;IPCA +6,67%;LCI/LCA IPCA + 5.67%
CRA;ATACADÃO;R$ 1.019,99;36,95%;R$ 1.396,92;Sem Rating;1054 dias;No ;CDI + 0,3%;CDB CDI + 0.35%
CRA;ATACADÃO;R$ 1.020,88;36,84%;R$ 1.396,92;Sem Rating;1052 dias;No ;CDI + 0,3%;CDB CDI + 0.35%
CRI;NATURA;R$ 1.069,34;47,18%;R$ 1.573,89;Sem Rating;1297 dias;No ;CDI + 0,3%;CDB CDI + 0.35%
CRI;NATURA;R$ 1.070,27;47,06%;R$ 1.573,90;AA- FITCH;1295 dias;No ;CDI + 0,3%;CDB CDI + 0.35%
CDB;BANCO FIBRA;R$ 10.000,00;14,65%;R$ 11.465,32;B+ FITCH;547 dias;;CDI + 0,3%;LCI/LCA 0.25% CDI
LF;BANCO MODAL;R$ 59.617,35;6,53%;R$ 63.512,70;Sem Rating;259 dias;No ;CDI + 0,3%;LCI/LCA 0.24% CDI
LF;BANCO MODAL;R$ 59.668,80;6,46%;R$ 63.522,99;A- MOODYS;257 dias;No ;CDI + 0,3%;LCI/LCA 0.24% CDI
CDB;BANCO BV;R$ 1.000,00;6,79%;R$ 1.067,90;AA MOODYS;271 dias;;102,75% CDI;LCI/LCA 82.2% CDI
CDB;AGIBANK;R$ 1.000,00;20,66%;R$ 1.206,57;BBB+ FITCH;729 dias;;IPCA +6,66%;LCI/LCA IPCA + 5.66%
CDB;BANCO BTG PACTUAL;R$ 1.000,00;20,67%;R$ 1.206,69;AAA S&P;729 dias;;102,75% CDI;LCI/LCA 87.34% CDI
CDB;BANCO BMG;R$ 1.000,00;76,25%;R$ 1.762,51;A- FITCH;2161 dias;;11,47%PRÉ;LCI/LCA 9.75% PRÉ
CDB;BANCO BTG PACTUAL;R$ 1.000,00;77,75%;R$ 1.777,47;AAA S&P;2190 dias;No ;102,75% CDI;LCI/LCA 87.34% CDI
CDB;BANCO BTG PACTUAL;R$ 1.000,00;77,89%;R$ 1.778,87;AAA S&P;2192 dias;;102,75% CDI;LCI/LCA 87.34% CDI
CDB;BANCO BTG PACTUAL;R$ 5.000,00;20,76%;R$ 6.038,03;AAA S&P;733 dias;;102,75% CDI;LCI/LCA 87.34% CDI
CDB;BANCO VOLKSWAGEN;R$ 10.000,00;0,67%;R$ 10.067,05;AAA S&P;30 dias;;98,5% CDI;LCI/LCA 76.34% CDI
CDB;BANCO CAIXA GERAL;R$ 10.000,00;2,03%;R$ 10.202,90;BB+ FITCH;90 dias;;98,5% CDI;LCI/LCA 76.34% CDI
CDB;BANCO PAN;R$ 10.000,00;2,13%;R$ 10.213,33;AAA S&P;92 dias;;102,75% CDI;LCI/LCA 79.63% CDI
CDB;BANCO PAN;R$ 10.000,00;4,29%;R$ 10.428,79;AAA S&P;180 dias;;102,7% CDI;LCI/LCA 79.59% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;2,75%;R$ 20.550,34;AA FITCH;120 dias;;98,5% CDI;LCI/LCA 76.34% CDI
CDB;BANCO DA CHINA BRASIL;R$ 20.000,00;32,69%;R$ 26.538,40;AAA S&P;1094 dias;;102,75% CDI;LCI/LCA 87.34% CDI
Debênture;AEGEA RIO SPE4;R$ 10,83;592,18%;R$ 74,98;Sem Rating;6531 dias;No ;IPCA +6,65%;CDB 7.82%
Debênture;AEGEA RIO SPE1;R$ 10,83;592,18%;R$ 74,98;Sem Rating;6531 dias;No ;IPCA +6,65%;CDB 7.82%
CDB;BANCO MASTER;R$ 500,00;32,69%;R$ 663,44;BBB- FITCH;1097 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO VOITER;R$ 1.000,00;20,36%;R$ 1.203,64;Sem Rating;721 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO FIBRA;R$ 1.000,00;26,57%;R$ 1.265,72;B+ FITCH;912 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO MASTER;R$ 1.000,00;32,18%;R$ 1.321,83;BBB FITCH;1083 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;AGIBANK;R$ 1.000,00;32,70%;R$ 1.327,00;BBB+ FITCH;1097 dias;;11,46%PRÉ;LCI/LCA 9.74% PRÉ
CDB;BANCO BMG;R$ 1,00;38,61%;R$ 1,39;B+ FITCH;1260 dias;No ;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO BMG;R$ 1.000,00;46,17%;R$ 1.461,71;B+ FITCH;1462 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO BMG;R$ 1.000,00;46,17%;R$ 1.461,71;B+ FITCH;1462 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO BMG;R$ 1.000,00;46,17%;R$ 1.461,71;B+ FITCH;1462 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO PINE;R$ 1.000,00;77,60%;R$ 1.775,97;BB+ FITCH;2190 dias;No ;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO BMG;R$ 1.000,00;96,19%;R$ 1.961,88;B+ FITCH;2555 dias;;11,46%PRÉ;LCI/LCA 9.74% PRÉ
CDB;BANCO BMG;R$ 1.000,00;96,19%;R$ 1.961,88;B+ FITCH;2555 dias;;11,46%PRÉ;LCI/LCA 9.74% PRÉ
CDB;BANCO BMG;R$ 1.000,00;96,19%;R$ 1.961,88;B+ FITCH;2555 dias;;11,46%PRÉ;LCI/LCA 9.74% PRÉ
CRI;GRUPO JOSÉ ALVES;R$ 1.082,39;145,64%;R$ 2.658,76;Sem Rating;3032 dias;No ;IPCA +6,65%;CDB IPCA + 7.82%
CRA;GRUPO JOSÉ ALVES;R$ 1.121,13;118,22%;R$ 2.446,51;Sem Rating;2635 dias;No ;IPCA +6,65%;CDB IPCA + 7.82%
CRA;GRUPO JOSÉ ALVES;R$ 1.122,74;118,03%;R$ 2.447,91;Sem Rating;2633 dias;No ;IPCA +6,65%;CDB 7.82%
CDB;BANCO FIBRA;R$ 10.000,00;20,64%;R$ 12.063,67;B+ FITCH;729 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO FIBRA;R$ 10.000,00;32,69%;R$ 13.268,81;B+ FITCH;1096 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO FIBRA;R$ 10.000,00;32,69%;R$ 13.268,81;B+ FITCH;1097 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO FIBRA;R$ 10.000,00;39,30%;R$ 13.930,02;B+ FITCH;1278 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO FIBRA;R$ 10.000,00;39,30%;R$ 13.930,02;B+ FITCH;1279 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO FIBRA;R$ 10.000,00;46,23%;R$ 14.622,73;B+ FITCH;1461 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO FIBRA;R$ 10.000,00;46,23%;R$ 14.622,73;B+ FITCH;1463 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO FIBRA;R$ 10.000,00;53,42%;R$ 15.342,12;B+ FITCH;1643 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO FIBRA;R$ 10.000,00;53,48%;R$ 15.348,08;B+ FITCH;1644 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO FIBRA;R$ 10.000,00;61,01%;R$ 16.100,95;B+ FITCH;1827 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO FIBRA;R$ 10.000,00;61,01%;R$ 16.100,95;B+ FITCH;1827 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO FIBRA;R$ 10.000,00;77,60%;R$ 17.759,67;B+ FITCH;2190 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO FIBRA;R$ 10.000,00;96,15%;R$ 19.614,63;B+ FITCH;2555 dias;;IPCA +6,65%;LCI/LCA IPCA + 5.65%
CDB;BANCO PINE;R$ 1.000,00;4,46%;R$ 1.044,56;BB+ FITCH;181 dias;No ;11,45%PRÉ;LCI/LCA 9.16% PRÉ
CDB;BANCO VOITER;R$ 1.000,00;9,56%;R$ 1.095,65;Sem Rating;365 dias;No ;11,45%PRÉ;LCI/LCA 9.45% PRÉ
CDB;C6 BANK;R$ 1.000,00;20,62%;R$ 1.206,25;A- S&P;729 dias;;11,45%PRÉ;LCI/LCA 9.73% PRÉ
CDB;BANCO BMG;R$ 1.000,00;20,66%;R$ 1.206,62;B+ FITCH;732 dias;;IPCA +6,64%;LCI/LCA IPCA + 5.64%
CDB;BANCO BMG;R$ 1.000,00;20,66%;R$ 1.206,62;B+ FITCH;732 dias;;IPCA +6,64%;LCI/LCA IPCA + 5.64%
CDB;BANCO BMG;R$ 1.000,00;20,66%;R$ 1.206,62;B+ FITCH;732 dias;;IPCA +6,64%;LCI/LCA IPCA + 5.64%
CDB;BANCO PINE;R$ 1.000,00;20,72%;R$ 1.207,16;Sem Rating;733 dias;;11,45%PRÉ;LCI/LCA 9.73% PRÉ
CDB;WILLBANK;R$ 1.000,00;26,12%;R$ 1.261,25;Sem Rating;900 dias;No ;11,45%PRÉ;LCI/LCA 9.73% PRÉ
CDB;BANCO PINE;R$ 1.000,00;26,46%;R$ 1.264,60;BB+ FITCH;910 dias;;11,45%PRÉ;LCI/LCA 9.73% PRÉ
CDB;BANCO PINE;R$ 1.000,00;26,46%;R$ 1.264,60;BB+ FITCH;910 dias;;11,45%PRÉ;LCI/LCA 9.73% PRÉ
CDB;BANCO C6 CONSIGNADO S.A.;R$ 1.000,00;32,67%;R$ 1.326,68;Sem Rating;1095 dias;No ;11,45%PRÉ;LCI/LCA 9.73% PRÉ
CDB;BANCO PINE;R$ 1.000,00;32,67%;R$ 1.326,68;BB+ FITCH;1095 dias;;11,45%PRÉ;LCI/LCA 9.73% PRÉ
CDB;BANCO BMG;R$ 1.000,00;32,60%;R$ 1.326,04;B+ FITCH;1096 dias;;IPCA +6,64%;LCI/LCA IPCA + 5.64%
CDB;BANCO BMG;R$ 1.000,00;32,60%;R$ 1.326,04;B+ FITCH;1096 dias;;IPCA +6,64%;LCI/LCA IPCA + 5.64%
CDB;BANCO BMG;R$ 1.000,00;32,60%;R$ 1.326,04;B+ FITCH;1096 dias;;IPCA +6,64%;LCI/LCA IPCA + 5.64%
CDB;BANCO PINE;R$ 1.000,00;32,67%;R$ 1.326,68;BB+ FITCH;1097 dias;;11,45%PRÉ;LCI/LCA 9.73% PRÉ
CDB;AGIBANK;R$ 1.000,00;32,66%;R$ 1.326,55;BBB+ FITCH;1097 dias;;IPCA +6,64%;LCI/LCA IPCA + 5.64%
CDB;BANCO PINE;R$ 1.000,00;39,06%;R$ 1.390,62;BB+ FITCH;1273 dias;;11,45%PRÉ;LCI/LCA 9.73% PRÉ
CDB;BANCO PINE;R$ 1.000,00;46,12%;R$ 1.461,22;BB+ FITCH;1462 dias;;IPCA +6,64%;LCI/LCA IPCA + 5.64%
Debênture;NORTE BRASIL ENERGIA;R$ 1.332,91;95,42%;R$ 2.604,80;AAA MOODYS;2267 dias;;IPCA +6,64%;CDB IPCA + 7.81%
Debênture;NORTE BRASIL ENERGIA;R$ 1.332,91;95,42%;R$ 2.604,80;AAA MOODYS;2267 dias;;IPCA +6,64%;CDB IPCA + 7.81%
Debênture;NORTE BRASIL ENERGIA;R$ 1.332,91;95,42%;R$ 2.604,80;AAA MOODYS;2267 dias;;IPCA +6,64%;CDB IPCA + 7.81%
CDB;BANCO CAIXA GERAL;R$ 10.000,00;11,60%;R$ 11.160,29;BB+ FITCH;443 dias;;IPCA +6,64%;LCI/LCA IPCA + 5.48%
CDB;BANCO CAIXA GERAL;R$ 10.000,00;17,83%;R$ 11.782,99;BB+ FITCH;655 dias;;IPCA +6,64%;LCI/LCA IPCA + 5.48%
CDB;BANCO FIBRA;R$ 10.000,00;46,14%;R$ 14.614,12;B+ FITCH;1462 dias;;11,45%PRÉ;LCI/LCA 0.0% PRÉ
Debênture;UTE GNA I GERACAO DE ENERGIA S.A.;R$ 11.875,97;362,97%;R$ 54.982,49;Sem Rating;5616 dias;;IPCA +6,64%;LCI/LCA IPCA + 5.64%
CDB;BANCO BTG PACTUAL;R$ 50,00;9,56%;R$ 54,78;AAA S&P;365 dias;Diária;102,5% CDI;LCI/LCA 84.56% CDI
CDB;BANCO BTG PACTUAL;R$ 50,00;9,56%;R$ 54,78;AAA S&P;365 dias;Diária;102,5% CDI;LCI/LCA 84.56% CDI
CDB;BANCO BTG PACTUAL;R$ 50,00;9,56%;R$ 54,78;AAA S&P;365 dias;Diária;102,5% CDI;LCI/LCA 84.56% CDI
CDB;MERCADO LIVRE;R$ 100,00;4,45%;R$ 104,45;AAA FITCH;181 dias;No ;102,5% CDI;LCI/LCA 82.0% CDI
CDB;BANCO BV;R$ 1.000,00;2,85%;R$ 1.028,50;AA MOODYS;123 dias;;102,5% CDI;LCI/LCA 79.44% CDI
CDB;BANCO BMG;R$ 1.000,00;4,28%;R$ 1.042,79;B+ FITCH;180 dias;;102,5% CDI;LCI/LCA 79.44% CDI
CDB;BANCO INDUSTRIAL DO BRASIL;R$ 1.000,00;4,45%;R$ 1.044,54;A+ MOODYS;181 dias;;102,5% CDI;LCI/LCA 82.0% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;6,85%;R$ 1.068,47;BBB S&P;273 dias;;102,5% CDI;LCI/LCA 82.0% CDI
CDB;BANCO PAN;R$ 1.000,00;9,56%;R$ 1.095,60;AAA S&P;365 dias;No ;102,5% CDI;LCI/LCA 84.56% CDI
CDB;BANCO PAN;R$ 1.000,00;14,39%;R$ 1.143,93;AAA S&P;540 dias;No ;102,5% CDI;LCI/LCA 84.56% CDI
CDB;BANCO BTG PACTUAL;R$ 1.000,00;14,52%;R$ 1.145,18;AAA S&P;545 dias;;102,5% CDI;LCI/LCA 84.56% CDI
CDB;BANCO BV;R$ 1.000,00;32,65%;R$ 1.326,49;AA MOODYS;1095 dias;No ;102,5% CDI;LCI/LCA 87.12% CDI
CDB;BANCO PINE;R$ 1.000,00;32,57%;R$ 1.325,71;BB+ FITCH;1096 dias;;IPCA +6,63%;LCI/LCA IPCA + 5.64%
CDB;BANCO BMG;R$ 1.000,00;46,13%;R$ 1.461,29;B+ FITCH;1463 dias;;IPCA +6,63%;LCI/LCA IPCA + 5.64%
CDB;BANCO NBC;R$ 2.000,00;9,44%;R$ 2.188,83;AAA FITCH;361 dias;;102,5% CDI;LCI/LCA 84.56% CDI
CDB;BANCO BTG PACTUAL;R$ 5.000,00;14,60%;R$ 5.730,08;AAA S&P;547 dias;;102,5% CDI;LCI/LCA 84.56% CDI
CDB;BANCO PAN;R$ 10.000,00;2,09%;R$ 10.209,28;AAA S&P;90 dias;;102,45% CDI;LCI/LCA 79.4% CDI
CDB;BANCO ABC BRASIL;R$ 10.000,00;4,45%;R$ 10.445,37;AAA FITCH;181 dias;;102,5% CDI;LCI/LCA 82.0% CDI
CDB;BANCO HAITONG;R$ 10.000,00;9,60%;R$ 10.959,96;AAA S&P;370 dias;;102,5% CDI;LCI/LCA 84.56% CDI
CDB;BANCO FIBRA;R$ 10.000,00;14,60%;R$ 11.460,15;B+ FITCH;547 dias;;102,5% CDI;LCI/LCA 84.56% CDI
CRA;GJA INDÚSTRIAS;R$ 19.578,00;60,90%;R$ 31.501,96;Sem Rating;1610 dias;;IPCA +6,45%;LCI/LCA IPCA + 7.59%
LF;BANCO BTG PACTUAL;R$ 50.000,00;139,94%;R$ 119.970,15;AAA S&P;3287 dias;;IPCA +6,63%;LCI/LCA IPCA + 5.64%
LF;BANCO BTG PACTUAL;R$ 50.000,00;139,94%;R$ 119.970,15;AAA S&P;3287 dias;;IPCA +6,63%;LCI/LCA IPCA + 5.64%
LF;BANCO BTG PACTUAL;R$ 50.000,00;139,94%;R$ 119.970,15;AAA S&P;3287 dias;;IPCA +6,63%;LCI/LCA IPCA + 5.64%
CDB;BANCO PAN;R$ 1.000,00;32,60%;R$ 1.325,98;AAA S&P;1095 dias;No ;CDI + 0,25%;LCI/LCA 0.21% CDI
CDB;BANCO PAN;R$ 1.000,00;38,50%;R$ 1.384,98;AAA S&P;1260 dias;No ;CDI + 0,25%;LCI/LCA 0.21% CDI
CDB;BANCO BMG;R$ 1.000,00;77,44%;R$ 1.774,37;B+ FITCH;2191 dias;;11,43%PRÉ;LCI/LCA 9.72% PRÉ
CDB;BANCO BTG PACTUAL;R$ 10.000,00;165,33%;R$ 26.532,70;AAA S&P;3652 dias;;11,43%PRÉ;LCI/LCA 9.72% PRÉ
CRA;ECO SECURITIZADORA;R$ 10.299,45;22,10%;R$ 12.575,60;Sem Rating;670 dias;;CDI + 0,25%;LCI/LCA CDI + 0.3%
CDB;BANCO DAYCOVAL;R$ 20.000,00;9,51%;R$ 21.901,40;AA FITCH;364 dias;;CDI + 0,25%;LCI/LCA 0.21% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;14,50%;R$ 22.899,40;AA FITCH;545 dias;;CDI + 0,25%;LCI/LCA 0.21% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;20,58%;R$ 24.116,56;AA FITCH;729 dias;;CDI + 0,25%;LCI/LCA 0.21% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;26,40%;R$ 25.280,94;AA FITCH;910 dias;;CDI + 0,25%;LCI/LCA 0.21% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;32,55%;R$ 26.509,53;AA FITCH;1096 dias;;CDI + 0,25%;LCI/LCA 0.21% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;46,04%;R$ 29.207,42;AA FITCH;1462 dias;;CDI + 0,25%;LCI/LCA 0.21% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;60,70%;R$ 32.139,74;AA FITCH;1825 dias;;CDI + 0,25%;LCI/LCA 0.21% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;77,35%;R$ 35.469,80;AA FITCH;2190 dias;;CDI + 0,25%;LCI/LCA 0.21% CDI
CDB;BANCO BMG;R$ 1.000,00;60,80%;R$ 1.608,05;B+ FITCH;1827 dias;;IPCA +6,62%;LCI/LCA IPCA + 5.63%
CDB;BANCO BTG PACTUAL;R$ 50,00;4,48%;R$ 52,24;AAA S&P;182 dias;Diária;102,25% CDI;LCI/LCA 81.8% CDI
CDB;BANCO BTG PACTUAL;R$ 50,00;4,48%;R$ 52,24;AAA S&P;182 dias;Diária;102,25% CDI;LCI/LCA 81.8% CDI
CDB;BANCO BTG PACTUAL;R$ 50,00;4,48%;R$ 52,24;AAA S&P;182 dias;Diária;102,25% CDI;LCI/LCA 81.8% CDI
CDB;PAGBANK;R$ 1,00;0,73%;R$ 1,01;Sem Rating;30 dias;No ;102,25% CDI;LCI/LCA 79.24% CDI
CDB;WILLBANK;R$ 1.000,00;3,53%;R$ 1.035,34;Sem Rating;150 dias;;11,41%PRÉ;LCI/LCA 0.0% PRÉ
