Player;Season;Club;Comp;App;GS;Ass;MoM;AvP;YC;RC;Position
Granit XHAKA;9;Pachuca;Divisão 2;17 (0);3;3;0;6.59;1;1;DM,M(C)
Granit XHAKA;4;D.C. United;Divisão 1;20 (0);4;4;1;6.40;4;0;DM,M(C)
Luis ALBERTO;11;Tigres UANL;Divisão 1;8 (0);2;3;1;7.38;0;0;M,AM(C)
Wissam BEN YEDDER;11;D.C. United;Divisão 2;0 (0);0;0;0;0.00;0;0;F(C)
Wissam BEN YEDDER;10;Estudiantes de LP;Divisão 2;25 (0);12;5;6;7.52;5;0;F(C)
Wissam BEN YEDDER;9;Estudiantes de LP;Divisão 2;21 (0);11;7;5;7.71;4;1;F(C)
Marcel SABITZER;11;Boca Juniors;Divisão 2;0 (0);0;0;0;0.00;0;0;M,AM(RLC)
Marcel SABITZER;9;Lanús;Divisão 2;25 (0);4;3;0;7.20;1;0;M,AM(RLC)
Álex GRIMALDO;11;San Lorenzo;Divisão 2;0 (0);0;0;0;0.00;0;0;D,DM,M,AM(L)
Álex GRIMALDO;11;Nacional;Divisão 1;25 (0);0;2;0;6.52;5;1;D,DM,M,AM(L)
Álex GRIMALDO;10;Nacional;Divisão 2;14 (0);1;0;0;6.43;2;0;D,DM,M,AM(L)
Álex GRIMALDO;9;Nacional;Divisão 2;7 (0);0;0;0;6.29;1;0;D,DM,M,AM(L)
Álex GRIMALDO;8;SC Internacional;Divisão 1;6 (0);0;0;0;6.00;0;0;D,DM,M,AM(L)
Álex GRIMALDO;7;SC Internacional;Divisão 1;26 (0);1;0;0;6.15;2;0;D,DM,M,AM(L)
Álex GRIMALDO;6;SC Internacional;Divisão 2;21 (0);2;0;0;6.90;2;0;D,DM,M,AM(L)
Álex GRIMALDO;4;D.C. United;Divisão 1;19 (0);0;1;0;5.84;4;0;D,DM,M,AM(L)
Frello JORGINHO;4;Cruzeiro;Divisão 2;29 (0);3;1;1;6.31;2;0;DM,M(C)
Frello JORGINHO;3;Cruzeiro;Divisão 2;13 (0);6;8;2;7.62;1;0;DM,M(C)
Jordan PICKFORD;5;D.C. United;Divisão 2;19 (0);0;0;1;6.00;0;0;GK
Jordan PICKFORD;2;Independiente;Divisão 1;24 (0);0;0;4;6.75;0;0;GK
Stanislav LOBOTKA;9;Barcelona SC;Divisão 2;5 (0);1;1;0;6.40;0;0;DM,M(C)
Stanislav LOBOTKA;8;Barcelona SC;Divisão 1;26 (0);4;0;2;6.35;4;2;DM,M(C)
Stanislav LOBOTKA;7;Barcelona SC;Divisão 1;27 (0);1;1;0;6.07;6;0;DM,M(C)
Stanislav LOBOTKA;6;Barcelona SC;Divisão 2;12 (0);1;2;0;6.58;1;0;DM,M(C)
Stanislav LOBOTKA;5;Barcelona SC;Divisão 2;24 (0);4;1;1;6.54;2;0;DM,M(C)
Stanislav LOBOTKA;4;Barcelona SC;Divisão 2;18 (0);2;1;0;6.61;2;0;DM,M(C)
Stanislav LOBOTKA;2;Universidad de Chile;Divisão 2;20 (0);1;4;0;6.80;0;0;DM,M(C)
Stanislav LOBOTKA;1;Universidad de Chile;Divisão 2;12 (0);0;2;0;6.75;4;0;DM,M(C)
Monteiro OTÁVIO;11;Cruz Azul;Divisão 2;24 (0);5;5;2;7.13;5;1;M,AM(RLC)
Monteiro OTÁVIO;10;Cruz Azul;Divisão 2;23 (0);4;7;2;7.13;5;0;M,AM(RLC)
Monteiro OTÁVIO;9;Cruz Azul;Divisão 2;23 (0);13;6;5;7.43;1;0;M,AM(RLC)
Monteiro OTÁVIO;8;Cruz Azul;Divisão 2;7 (0);3;0;0;7.14;1;0;M,AM(RLC)
Monteiro OTÁVIO;7;Santos FC;Divisão 1;13 (12);2;0;2;6.72;3;1;M,AM(RLC)
Monteiro OTÁVIO;6;Grêmio;Divisão 1;24 (0);5;4;2;6.33;0;0;M,AM(RLC)
Monteiro OTÁVIO;5;Grêmio;Divisão 1;21 (1);3;4;0;6.50;3;0;M,AM(RLC)
Monteiro OTÁVIO;4;SC Internacional;Divisão 2;9 (0);0;0;0;6.44;1;0;M,AM(RLC)
Monteiro OTÁVIO;3;SC Internacional;Divisão 1;3 (0);0;0;0;6.00;0;0;M,AM(RLC)
Monteiro OTÁVIO;2;Boca Juniors;Divisão 1;9 (0);1;1;0;6.33;1;0;M,AM(RLC)
Raphaël GUERREIRO;11;Club América;Divisão 1;18 (10);0;1;0;5.71;2;0;D,DM(L),M(LC)
Raphaël GUERREIRO;10;Club América;Divisão 2;27 (1);3;4;0;6.43;3;0;D,DM(L),M(LC)
Raphaël GUERREIRO;9;Pachuca;Divisão 2;14 (0);2;2;1;6.57;0;0;D,DM(L),M(LC)
Domenico BERARDI;11;San Lorenzo;Divisão 2;20 (0);6;5;1;7.30;4;0;AM(R),F(RC)
Domenico BERARDI;10;San Lorenzo;Divisão 1;22 (0);5;6;2;7.32;1;0;AM(R),F(RC)
Domenico BERARDI;9;San Lorenzo;Divisão 1;13 (2);0;6;1;6.87;0;0;AM(R),F(RC)
Domenico BERARDI;6;Monterrey;Divisão 1;2 (1);1;1;0;6.67;1;0;AM(R),F(RC)
Domenico BERARDI;5;Monterrey;Divisão 1;12 (0);3;3;4;7.42;3;2;AM(R),F(RC)
Domenico BERARDI;4;Monterrey;Divisão 1;2 (0);1;2;1;8.00;0;0;AM(R),F(RC)
Domenico BERARDI;4;São Paulo FC;Divisão 1;23 (0);9;4;5;7.35;6;0;AM(R),F(RC)
Domenico BERARDI;3;Santos FC;Divisão 1;26 (1);5;4;3;6.89;5;0;AM(R),F(RC)
Emiliano MARTÍNEZ;11;Barcelona SC;Divisão 2;14 (0);0;0;2;7.00;0;0;GK
Emiliano MARTÍNEZ;9;Colo-Colo;Divisão 1;30 (0);0;0;3;6.47;0;0;GK
Emiliano MARTÍNEZ;8;Santos FC;Divisão 1;15 (0);0;0;0;5.87;0;0;GK
Emiliano MARTÍNEZ;6;San Lorenzo;Divisão 1;16 (0);0;0;1;6.50;0;0;GK
Emiliano MARTÍNEZ;5;San Lorenzo;Divisão 2;30 (0);0;0;1;6.40;0;0;GK
Piotr ZIELINSKI;11;Corinthians;Divisão 1;0 (0);0;0;0;0.00;0;0;M,AM(C)
Piotr ZIELINSKI;11;Cruzeiro;Divisão 1;11 (0);2;1;1;7.00;0;0;M,AM(C)
Piotr ZIELINSKI;10;Cruzeiro;Divisão 1;28 (0);12;1;6;7.36;1;0;M,AM(C)
Piotr ZIELINSKI;9;Cruzeiro;Divisão 1;29 (0);11;4;4;7.31;2;0;M,AM(C)
Piotr ZIELINSKI;6;Tigres UANL;Divisão 2;18 (0);3;3;2;7.50;3;0;M,AM(C)
Piotr ZIELINSKI;5;Orlando City SC;Divisão 1;27 (0);10;5;6;7.48;6;0;M,AM(C)
Gerard MORENO;11;San Lorenzo;Divisão 2;26 (1);9;7;8;7.56;3;0;AM(R),F(RC)
Gerard MORENO;10;Universidad de Chile;Divisão 2;18 (0);6;0;2;7.39;1;0;AM(R),F(RC)
Gerard MORENO;9;New York City FC;Divisão 1;21 (0);5;3;3;7.29;1;1;AM(R),F(RC)
Gerard MORENO;8;New York City FC;Divisão 1;23 (0);6;7;1;7.22;4;1;AM(R),F(RC)
Gerard MORENO;7;New York City FC;Divisão 1;20 (0);5;4;1;7.40;2;0;AM(R),F(RC)
Giovanni DI LORENZO;11;Pachuca;Divisão 2;1 (0);0;1;0;8.00;0;1;D(RC),DM,M(R)
Giovanni DI LORENZO;10;Pachuca;Divisão 2;9 (0);0;0;0;6.00;1;0;D(RC),DM,M(R)
Giovanni DI LORENZO;3;Monterrey;Divisão 1;13 (0);0;0;0;6.54;3;1;D(RC),DM,M(R)
Giovanni DI LORENZO;1;Vasco da Gama;Divisão 1;24 (0);2;1;1;6.42;1;0;D(RC),DM,M(R)
Rodrigo DE PAUL;11;New York City FC;Divisão 1;15 (0);1;0;0;6.20;2;0;M(C),AM(RLC)
Rodrigo DE PAUL;10;Lanús;Divisão 2;27 (0);4;3;0;6.52;0;1;M(C),AM(RLC)
Rodrigo DE PAUL;9;Monterrey;Divisão 1;14 (0);1;0;0;6.57;2;0;M(C),AM(RLC)
Rodrigo DE PAUL;8;Monterrey;Divisão 2;19 (0);5;4;2;7.32;3;0;M(C),AM(RLC)
Rodrigo DE PAUL;6;Flamengo;Divisão 1;29 (0);7;2;4;7.21;1;0;M(C),AM(RLC)
Rodrigo DE PAUL;5;Flamengo;Divisão 1;15 (1);0;2;0;7.06;2;1;M(C),AM(RLC)
Rodrigo DE PAUL;4;Atlanta United;Divisão 2;25 (0);5;8;3;7.36;4;0;M(C),AM(RLC)
Rodrigo DE PAUL;3;Atlanta United;Divisão 1;28 (0);6;3;3;6.50;1;0;M(C),AM(RLC)
Nathan AKÉ;11;São Paulo FC;Divisão 2;27 (0);2;0;0;6.37;5;0;D(LC)
Nathan AKÉ;10;São Paulo FC;Divisão 1;8 (0);0;1;0;6.62;3;0;D(LC)
Nathan AKÉ;10;Boca Juniors;Divisão 2;17 (0);1;0;0;5.76;2;2;D(LC)
Nathan AKÉ;9;Boca Juniors;Divisão 2;20 (0);1;0;0;6.60;3;1;D(LC)
Nathan AKÉ;8;Boca Juniors;Divisão 2;21 (0);2;1;1;6.05;6;2;D(LC)
Nathan AKÉ;7;Palmeiras;Divisão 1;29 (0);1;0;0;6.07;4;0;D(LC)
Nathan AKÉ;5;Peñarol;Divisão 2;28 (0);0;0;0;6.46;1;1;D(LC)
Nathan AKÉ;4;Peñarol;Divisão 2;17 (0);2;0;0;6.59;4;1;D(LC)
Nathan AKÉ;3;Corinthians;Divisão 1;12 (0);0;1;0;6.33;3;1;D(LC)
Nathan AKÉ;2;Santos FC;Divisão 2;21 (0);0;1;1;7.05;2;0;D(LC)
Nathan AKÉ;1;Santos FC;Divisão 2;22 (0);1;1;0;6.59;3;1;D(LC)
Ángel CORREA;11;São Paulo FC;Divisão 2;0 (0);0;0;0;0.00;0;0;AM,F(RC)
Ángel CORREA;11;Vasco da Gama;Divisão 1;30 (0);9;10;4;7.53;4;0;AM,F(RC)
Ángel CORREA;10;Vasco da Gama;Divisão 1;27 (0);9;8;5;7.22;6;1;AM,F(RC)
Ángel CORREA;9;Vasco da Gama;Divisão 2;19 (0);12;4;3;7.63;2;0;AM,F(RC)
Ángel CORREA;6;Grêmio;Divisão 1;22 (0);2;0;1;6.36;5;0;AM,F(RC)
Ángel CORREA;5;SC Internacional;Divisão 2;27 (0);6;6;2;7.30;1;0;AM,F(RC)
Ángel CORREA;4;D.C. United;Divisão 1;23 (0);3;3;1;6.61;3;1;AM,F(RC)
Ángel CORREA;1;Estudiantes de LP;Divisão 2;22 (0);12;18;5;8.41;2;1;AM,F(RC)
Youri TIELEMANS;11;Vélez Sársfield;Divisão 1;12 (1);3;1;1;6.62;2;1;DM,M,AM(C)
Youri TIELEMANS;10;Colo-Colo;Divisão 1;12 (0);2;1;1;6.25;2;0;DM,M,AM(C)
Youri TIELEMANS;9;Colo-Colo;Divisão 1;12 (0);0;0;0;6.25;3;0;DM,M,AM(C)
Youri TIELEMANS;8;D.C. United;Divisão 1;18 (0);2;0;0;6.61;1;0;DM,M,AM(C)
Youri TIELEMANS;7;D.C. United;Divisão 1;15 (0);1;1;1;6.73;3;0;DM,M,AM(C)
Youri TIELEMANS;5;Atlético Mineiro;Divisão 1;26 (0);3;3;3;6.50;5;0;DM,M,AM(C)
Youri TIELEMANS;4;Palmeiras;Divisão 1;17 (1);8;3;3;7.28;0;0;DM,M,AM(C)
Youri TIELEMANS;3;Independiente;Divisão 1;19 (0);5;2;1;6.74;1;0;DM,M,AM(C)
Jonathan TAH;11;Universidad de Chile;Divisão 2;0 (0);0;0;0;0.00;0;0;D(C)
Jonathan TAH;11;SC Internacional;Divisão 2;0 (0);0;0;0;0.00;0;0;D(C)
Jonathan TAH;10;SC Internacional;Divisão 2;14 (0);0;0;0;6.43;0;0;D(C)
Jonathan TAH;10;Colo-Colo;Divisão 1;10 (0);3;0;1;7.00;1;1;D(C)
Jonathan TAH;9;Colo-Colo;Divisão 1;12 (0);1;1;0;6.42;0;0;D(C)
Jonathan TAH;8;D.C. United;Divisão 1;29 (0);1;1;1;6.17;2;1;D(C)
Jonathan TAH;6;Independiente;Divisão 1;28 (0);2;1;0;6.50;2;0;D(C)
Jonathan TAH;5;Cruz Azul;Divisão 2;18 (0);1;0;0;6.39;2;0;D(C)
Jonathan TAH;4;Independiente;Divisão 1;23 (0);2;2;1;6.43;4;0;D(C)
Jonathan TAH;3;Universidad de Chile;Divisão 2;15 (0);0;1;0;7.20;2;1;D(C)
Jonathan TAH;2;Universidad de Chile;Divisão 2;15 (0);1;0;0;7.13;0;0;D(C)
Jonathan TAH;1;Universidad de Chile;Divisão 2;12 (0);2;0;0;6.92;1;0;D(C)
N'golo KANTÉ;11;Monterrey;Divisão 2;24 (1);4;0;1;7.12;2;0;DM,M(C)
Thomas PARTEY;10;San Lorenzo;Divisão 1;17 (0);0;0;0;6.88;3;0;D(R),DM(RC),M(C)
Andreas CHRISTENSEN;11;New York City FC;Divisão 1;6 (0);1;0;1;6.67;2;0;D,DM(C)
Andreas CHRISTENSEN;10;New York City FC;Divisão 1;27 (0);2;0;1;6.78;3;0;D,DM(C)
Andreas CHRISTENSEN;9;New York City FC;Divisão 1;26 (0);1;0;0;6.27;2;0;D,DM(C)
Andreas CHRISTENSEN;8;New York City FC;Divisão 1;24 (0);2;0;0;6.29;3;0;D,DM(C)
Andreas CHRISTENSEN;7;New York City FC;Divisão 1;20 (0);0;1;0;6.20;2;0;D,DM(C)
Andreas CHRISTENSEN;6;New York City FC;Divisão 1;18 (0);3;1;0;6.72;2;0;D,DM(C)
Andreas CHRISTENSEN;5;New York City FC;Divisão 1;18 (0);1;2;1;6.94;2;0;D,DM(C)
Andreas CHRISTENSEN;4;New York City FC;Divisão 2;14 (0);0;1;0;6.43;3;1;D,DM(C)
Andreas CHRISTENSEN;3;Vélez Sársfield;Divisão 2;13 (0);0;0;0;5.54;0;0;D,DM(C)
Andreas CHRISTENSEN;1;Boca Juniors;Divisão 2;27 (0);4;0;1;6.59;5;1;D,DM(C)
Marco ASENSIO;11;Atlético Mineiro;Divisão 2;26 (0);9;4;2;6.88;2;1;AM,F(RLC)
Marco ASENSIO;10;Pachuca;Divisão 2;18 (1);6;6;2;6.95;2;2;AM,F(RLC)
Marco ASENSIO;9;Pachuca;Divisão 2;7 (0);5;0;1;7.29;2;0;AM,F(RLC)
Marco ASENSIO;7;Vélez Sársfield;Divisão 2;3 (0);0;2;0;7.33;0;0;AM,F(RLC)
Marco ASENSIO;6;Vélez Sársfield;Divisão 2;25 (0);3;7;2;7.56;1;1;AM,F(RLC)
Marco ASENSIO;5;Vélez Sársfield;Divisão 1;27 (0);4;3;2;6.78;0;0;AM,F(RLC)
Marco ASENSIO;4;Vélez Sársfield;Divisão 1;21 (0);3;7;3;7.29;3;1;AM,F(RLC)
Marco ASENSIO;3;Vélez Sársfield;Divisão 2;6 (0);5;4;2;8.67;2;0;AM,F(RLC)
Julian BRANDT;11;Grêmio;Divisão 1;30 (0);2;4;1;6.63;4;0;M(C),AM(RLC)
Julian BRANDT;10;Grêmio;Divisão 1;22 (0);4;8;3;7.14;4;0;M(C),AM(RLC)
Julian BRANDT;9;D.C. United;Divisão 1;17 (1);1;1;1;6.67;1;0;M(C),AM(RLC)
Jarrod BOWEN;11;Atlético Mineiro;Divisão 2;28 (0);5;10;4;7.18;3;0;AM,F(RC)
Jarrod BOWEN;10;Atlético Mineiro;Divisão 2;22 (0);3;5;1;6.55;4;0;AM,F(RC)
Jarrod BOWEN;9;Atlético Mineiro;Divisão 2;23 (0);5;5;2;6.87;5;0;AM,F(RC)
Jarrod BOWEN;8;Atlético Mineiro;Divisão 1;26 (0);3;2;0;6.35;3;1;AM,F(RC)
Jarrod BOWEN;7;Atlético Mineiro;Divisão 2;17 (1);5;6;2;7.39;2;0;AM,F(RC)
Jarrod BOWEN;6;Atlético Mineiro;Divisão 2;18 (1);3;5;0;7.00;1;1;AM,F(RC)
Jarrod BOWEN;5;Tigres UANL;Divisão 1;4 (0);1;1;1;7.25;0;0;AM,F(RC)
Jarrod BOWEN;4;Tigres UANL;Divisão 1;6 (0);1;0;0;6.17;1;0;AM,F(RC)
Jarrod BOWEN;3;Santos FC;Divisão 1;4 (0);1;0;0;6.25;0;0;AM,F(RC)
Jarrod BOWEN;2;Universidad de Chile;Divisão 2;12 (0);4;7;1;7.67;0;1;AM,F(RC)
Jarrod BOWEN;1;Universidad de Chile;Divisão 2;8 (0);0;7;0;7.00;0;0;AM,F(RC)
Rúben NEVES;11;D.C. United;Divisão 2;26 (0);1;0;1;6.81;4;0;DM,M(C)
Rúben NEVES;10;D.C. United;Divisão 2;23 (1);3;0;1;6.83;5;0;DM,M(C)
Rúben NEVES;9;D.C. United;Divisão 1;27 (0);2;1;1;6.52;6;1;DM,M(C)
Rúben NEVES;8;D.C. United;Divisão 1;11 (0);1;0;0;6.45;2;1;DM,M(C)
Rúben NEVES;5;Atlanta United;Divisão 1;15 (0);3;3;0;7.07;0;1;DM,M(C)
Rúben NEVES;4;Atlético Mineiro;Divisão 1;21 (1);2;5;2;7.00;5;1;DM,M(C)
Raúl ALBIOL;11;Toronto FC;Divisão 2;17 (0);0;1;0;6.12;2;0;D(C)
Raúl ALBIOL;10;Toronto FC;Divisão 2;20 (0);0;0;0;6.25;1;1;D(C)
Raúl ALBIOL;6;SC Internacional;Divisão 2;19 (0);1;0;0;6.63;2;1;D(C)
Raúl ALBIOL;5;Boca Juniors;Divisão 2;19 (0);1;0;0;6.26;2;0;D(C)
Raúl ALBIOL;4;D.C. United;Divisão 1;23 (0);0;0;0;6.13;4;0;D(C)
Luis SUÁREZ;11;Vasco da Gama;Divisão 1;0 (0);0;0;0;0.00;0;0;F(C)
Luis SUÁREZ;8;Corinthians;Divisão 1;15 (0);4;4;2;7.47;3;0;F(C)
Luis SUÁREZ;7;Nacional;Divisão 2;14 (0);4;1;1;6.21;3;0;F(C)
Alexis SÁNCHEZ;11;Independiente;Divisão 1;1 (1);2;0;1;7.50;1;0;AM,F(RLC)
Alexis SÁNCHEZ;10;Independiente;Divisão 1;5 (1);0;1;0;6.83;3;0;AM,F(RLC)
Alexis SÁNCHEZ;7;Pachuca;Divisão 2;2 (0);0;1;0;7.00;0;0;AM,F(RLC)
Alexis SÁNCHEZ;6;Pachuca;Divisão 2;13 (0);9;6;5;8.23;0;1;AM,F(RLC)
Alexis SÁNCHEZ;5;Independiente;Divisão 2;11 (4);3;6;1;7.27;0;0;AM,F(RLC)
Alexis SÁNCHEZ;4;Orlando City SC;Divisão 1;21 (0);5;3;2;7.05;0;0;AM,F(RLC)
Alexis SÁNCHEZ;3;Orlando City SC;Divisão 1;11 (0);5;4;2;7.64;2;0;AM,F(RLC)
Alexis SÁNCHEZ;1;Vasco da Gama;Divisão 1;23 (0);4;4;1;6.83;3;0;AM,F(RLC)
Pierre-Emerick AUBAMEYANG;10;Cruz Azul;Divisão 2;25 (0);6;4;2;7.08;4;0;AM(L),F(LC)
Sergio BUSQUETS;11;Lanús;Divisão 2;0 (0);0;0;0;0.00;0;0;DM,M(C)
Juan CUADRADO;11;Vasco da Gama;Divisão 1;0 (0);0;0;0;0.00;0;0;D,DM,M,AM(R)
Daley BLIND;11;Toronto FC;Divisão 2;2 (0);1;0;1;6.50;0;0;D,DM(LC),M(L)
Daley BLIND;11;Cruzeiro;Divisão 1;16 (0);1;0;0;6.12;3;0;D,DM(LC),M(L)
Ivan PERIŠIĆ;4;San Lorenzo;Divisão 2;22 (0);2;6;0;6.77;2;0;D,DM(L),M,AM(RL)
Ivan PERIŠIĆ;3;San Lorenzo;Divisão 2;9 (0);1;2;0;7.89;0;0;D,DM(L),M,AM(RL)
Rafael TOLÓI;8;San Lorenzo;Divisão 1;27 (0);1;0;0;6.11;3;0;D(C)
Rafael TOLÓI;7;D.C. United;Divisão 1;14 (0);1;0;0;6.29;2;1;D(C)
Rafael TOLÓI;6;D.C. United;Divisão 2;21 (0);4;1;2;7.00;4;0;D(C)
Rafael TOLÓI;4;Toronto FC;Divisão 2;20 (0);1;1;0;6.20;2;0;D(C)
Rafael TOLÓI;3;Atlético Mineiro;Divisão 1;24 (0);4;0;0;6.42;4;0;D(C)
Rafael TOLÓI;2;Atlético Mineiro;Divisão 1;28 (0);0;0;1;6.46;4;0;D(C)
Rafael TOLÓI;1;Atlético Mineiro;Divisão 1;23 (0);1;1;0;6.83;6;0;D(C)
Andrej KRAMARIĆ;11;Club América;Divisão 1;19 (1);5;7;2;7.00;0;0;AM,F(LC)
Andrej KRAMARIĆ;10;Club América;Divisão 2;23 (0);8;5;3;7.26;2;0;AM,F(LC)
Andrej KRAMARIĆ;6;SC Internacional;Divisão 2;16 (0);13;3;3;7.62;0;1;AM,F(LC)
Andrej KRAMARIĆ;4;Estudiantes de LP;Divisão 1;2 (0);1;0;0;7.50;1;0;AM,F(LC)
Andrej KRAMARIĆ;3;Estudiantes de LP;Divisão 1;15 (5);6;0;3;7.20;3;0;AM,F(LC)
Andrej KRAMARIĆ;1;Corinthians;Divisão 1;14 (10);5;3;2;7.46;4;0;AM,F(LC)
Pascal GROSS;11;San Lorenzo;Divisão 2;0 (0);0;0;0;0.00;0;0;D(RL),DM(RLC),M,AM(C)
Pascal GROSS;11;Cruzeiro;Divisão 1;28 (0);0;2;0;6.04;6;0;D(RL),DM(RLC),M,AM(C)
Pascal GROSS;10;Cruzeiro;Divisão 1;21 (0);0;2;0;6.14;0;1;D(RL),DM(RLC),M,AM(C)
Pascal GROSS;8;Vélez Sársfield;Divisão 2;13 (0);3;2;0;6.85;1;0;D(RL),DM(RLC),M,AM(C)
Pascal GROSS;7;Grêmio;Divisão 1;8 (4);2;0;0;6.33;1;0;D(RL),DM(RLC),M,AM(C)
Alexandre LACAZETTE;10;River Plate;Divisão 2;9 (5);1;1;0;7.21;3;0;F(C)
Alexandre LACAZETTE;9;Orlando City SC;Divisão 2;21 (1);13;8;8;7.77;2;0;F(C)
Alexandre LACAZETTE;8;Orlando City SC;Divisão 2;14 (0);12;2;7;8.00;1;0;F(C)
Alexandre LACAZETTE;5;Colo-Colo;Divisão 2;24 (0);9;10;6;7.75;2;0;F(C)
Alexandre LACAZETTE;4;Colo-Colo;Divisão 2;16 (0);10;1;7;7.56;1;0;F(C)
Wilfried ZAHA;10;Estudiantes de LP;Divisão 2;16 (0);2;9;0;7.25;3;0;AM(RL),F(RLC)
Wilfried ZAHA;9;Estudiantes de LP;Divisão 2;22 (0);6;7;2;7.09;4;0;AM(RL),F(RLC)
Wilfried ZAHA;8;Lanús;Divisão 1;13 (0);0;2;0;6.15;0;0;AM(RL),F(RLC)
Wilfried ZAHA;7;Lanús;Divisão 1;29 (0);8;4;1;6.48;1;0;AM(RL),F(RLC)
Wilfried ZAHA;6;Lanús;Divisão 1;29 (0);5;7;1;6.86;5;0;AM(RL),F(RLC)
Wilfried ZAHA;5;Estudiantes de LP;Divisão 2;18 (0);0;5;1;6.33;2;0;AM(RL),F(RLC)
Wilfried ZAHA;4;Estudiantes de LP;Divisão 1;10 (0);1;0;1;6.90;1;0;AM(RL),F(RLC)
Wilfried ZAHA;3;Estudiantes de LP;Divisão 1;11 (2);1;3;0;7.08;1;1;AM(RL),F(RLC)
Wilfried ZAHA;2;Santos FC;Divisão 2;28 (0);10;17;6;8.11;3;0;AM(RL),F(RLC)
Lewis DUNK;11;Peñarol;Divisão 2;18 (8);3;0;1;6.77;1;0;D(C)
Lewis DUNK;10;Boca Juniors;Divisão 2;29 (0);2;1;0;6.00;4;0;D(C)
Lewis DUNK;9;Boca Juniors;Divisão 2;20 (2);2;1;1;6.64;4;0;D(C)
Lewis DUNK;8;Boca Juniors;Divisão 2;12 (0);0;0;0;5.92;4;0;D(C)
Lewis DUNK;6;Independiente;Divisão 1;1 (2);0;0;0;6.33;1;0;D(C)
Lewis DUNK;5;Independiente;Divisão 2;8 (4);1;0;0;6.75;2;0;D(C)
Lewis DUNK;2;Independiente;Divisão 1;20 (0);1;0;1;6.35;3;0;D(C)
Leandro PAREDES;11;Club América;Divisão 1;24 (0);1;0;1;6.21;3;0;DM,M(C)
Leandro PAREDES;10;Club América;Divisão 2;30 (0);6;2;0;6.53;1;0;DM,M(C)
Leandro PAREDES;8;Universidad de Chile;Divisão 2;25 (0);9;5;0;7.00;3;1;DM,M(C)
Leandro PAREDES;7;Orlando City SC;Divisão 2;1 (0);0;0;0;6.00;0;0;DM,M(C)
Leandro PAREDES;6;Orlando City SC;Divisão 1;11 (2);2;0;0;6.46;0;0;DM,M(C)
Leandro PAREDES;6;Peñarol;Divisão 2;1 (0);1;0;0;7.00;0;0;DM,M(C)
Leandro PAREDES;5;Peñarol;Divisão 2;24 (0);1;2;1;6.75;5;1;DM,M(C)
Leandro PAREDES;4;Peñarol;Divisão 2;16 (0);1;2;0;6.81;3;1;DM,M(C)
Leandro PAREDES;3;São Paulo FC;Divisão 1;25 (0);2;0;0;6.64;0;0;DM,M(C)
Leandro PAREDES;2;São Paulo FC;Divisão 1;21 (0);4;2;1;7.14;0;0;DM,M(C)
Leandro PAREDES;1;São Paulo FC;Divisão 1;16 (4);4;6;3;7.10;0;0;DM,M(C)
Nicolás TAGLIAFICO;11;São Paulo FC;Divisão 2;0 (0);0;0;0;0.00;0;0;D,DM,M(L)
Nicolás TAGLIAFICO;10;River Plate;Divisão 2;25 (0);0;0;0;6.08;1;1;D,DM,M(L)
Nicolás TAGLIAFICO;8;Atlético Mineiro;Divisão 1;25 (0);0;2;0;6.32;5;1;D,DM,M(L)
Nicolás TAGLIAFICO;7;Atlético Mineiro;Divisão 2;28 (0);3;0;0;6.57;4;0;D,DM,M(L)
Danilo PEREIRA;2;New York City FC;Divisão 1;8 (0);0;0;0;5.25;1;0;D,DM,M(C)
Danilo PEREIRA;1;New York City FC;Divisão 1;18 (2);3;2;1;6.95;1;0;D,DM,M(C)
Callum WILSON;11;Toronto FC;Divisão 2;15 (0);3;1;1;6.73;2;0;F(C)
Callum WILSON;10;Toronto FC;Divisão 2;26 (0);7;6;4;6.92;3;0;F(C)
Callum WILSON;9;Monterrey;Divisão 1;25 (0);2;4;0;6.32;4;0;F(C)
Callum WILSON;8;Monterrey;Divisão 2;23 (3);13;9;2;7.31;2;1;F(C)
Callum WILSON;7;D.C. United;Divisão 1;0 (7);2;0;0;7.14;0;0;F(C)
Callum WILSON;6;D.C. United;Divisão 2;12 (0);6;2;2;7.83;5;0;F(C)
Jordan VERETOUT;8;Barcelona SC;Divisão 1;19 (0);0;0;0;6.05;3;1;DM,M,AM(C)
Jordan VERETOUT;3;Club América;Divisão 2;26 (0);7;4;1;7.19;0;0;DM,M,AM(C)
Victor LINDELÖF;11;Palmeiras;Divisão 1;0 (0);0;0;0;0.00;0;0;D(C)
Victor LINDELÖF;10;Palmeiras;Divisão 1;11 (0);0;0;0;6.27;0;1;D(C)
Victor LINDELÖF;5;Independiente;Divisão 2;14 (0);0;1;0;6.64;2;1;D(C)
Victor LINDELÖF;4;San Lorenzo;Divisão 2;8 (0);0;0;0;6.25;0;0;D(C)
Victor LINDELÖF;3;San Lorenzo;Divisão 2;11 (0);3;0;0;7.18;0;0;D(C)
Yassine BOUNOU;8;New York City FC;Divisão 1;30 (0);0;0;5;6.67;0;0;GK
Yassine BOUNOU;7;New York City FC;Divisão 1;30 (0);0;0;5;6.70;0;0;GK
Yassine BOUNOU;5;São Paulo FC;Divisão 1;30 (0);0;0;3;6.53;0;0;GK
Yassine BOUNOU;3;D.C. United;Divisão 2;30 (0);0;0;0;6.03;0;0;GK
